Katalognr / Literatur,Fundort,Kreis,Land,Schwertart,Typ,Variante,Fundumstände (Statistik),Amt / Kreis,Datie-rung,Steinkreis/-kranz,Stein-kiste,Stein-packung,Stein-setzung,Stein-rahmen,Megalith-grab,Baum-sarg,Holz-sarg,Körper-bestattung,Brand-bestattung,Doppel-bestattung,Fibel,Nadel,Gold-nadel,Wetz-stein,Feuer-schlag-stein,Schwefel-kies,Flint-dolch,Vollgriff-schwert,Vollgriff-dolch,Achtkant-schwert,Griff-platten-schwert,Griffplatten-dolch,Griffzungen-schwert,Griffzungen-dolch,Griffangel-schwert,Griffangel-dolch,Krumm-schwert,Klingen-fragment,Dolchklingen-fragment,Schwertklingen-fragment,Knauf,Ortband,Holz-scheide,Leder-scheide,Doppel-knopf,Lanzen-spitze,Flintpfeil-spitze,"""Sonnen-scheibe""",Blech-hülse,Gürtel-platte,Gürtel-haken,Gürtel-dose,Buckel,Tutulus,Anhänger,Glas-perle,Bern-stein-perle,Anderes Bernstein-objekt,Spiral-ring,Ring,Gold-spiral-ring,Gold-ring,Hals-kragen,Hals-ring,Armring,Spiral-arm-ring,Armberge,Armband,Goldarm-band,Goldarm-ring,Gold-spiral-armring,Finger-ring,Spiral-finger-ring,Gold-finger-ring,Goldspiral-fingerring,Fußring,Fußberge,Spiral-röllchen,Gold-spiral-röllchen,Rasier-messer,Pinzette,Pfriem,Messer,Vollgriff-messer,Rahmen-griff-messer,Sichel,Rand-leisten-beil,Absatz-beil,nordisches Absatzbeil,Tüllen-beil,Hohl-beil,Axt,Schaft-röhren-axt,Stein-axt,Tüllen-meißel,Hohl-meißel,Tüllen-hammer,Bronze-rohmaterial,Bronze-gefäß,Ton-gefäß,Sonstiges
B22,Smørumovre,"Ksp. Smørum, Smørum Herred, Københavns Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),M2,,Grabhügel,Københavns Amt,Per. II,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,,1
B23,Smørumovre,"Ksp. Smørum, Smørum Herred, Københavns Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),M1,,Hortfund Moor,Københavns Amt,Per. II,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,83,5,3,,,,,2,,,1,,,
B24,Viby,"Ksp. Syv, Ramsø Herred, Københavns Amt",Dänemark,Krummschwert,E2,,Einzelfund Land,Københavns Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B25,Vridsløsemagle,"Ksp. Sengeløse, Smørum Herred, Københavns Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),B3,,Grabhügel,Københavns Amt,Per. II,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B26,Allerup,"Ksp. Tuse, Tuse Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),M1,,Grabhügel,Holbæk Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B27,Allerupgård,"Ksp. Tuse, Tuse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),?,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B28,Ars Herred,Holbæk Amt,Dänemark,Bronzeschwert,,,unbekannt,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B29,Bakkendrup,"Ksp. Bakkendrup, Løve Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),?,,Einzelfund Land,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B30,Besser,"Ksp. Besser, Samsø Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),L1,,Grabhügel,Holbæk Amt,Per. II,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B31,Bjergsted,"Ksp. Bjergsted, Skippinge Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),D1,,"Grabhügel, Hauptbestattung",Holbæk Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B32,Bregninge,"Ksp. Bregninge, Skippinge Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),G1,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B33,Ebbelykke,"Ksp. Højby, Ods Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),B1,,unbekannt,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B34,Ellingegård,"Ksp. Højby, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),H,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B35,Ellingegård,"Ksp. Højby, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),D3,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B36,Føllenslev,"Ksp. Føllenslev, Skippinge Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),SF,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B37,Føllenslev,"Ksp. Føllenslev, Skippinge Herred, Holbæk Amt",Dänemark,Vollgriffschwert,,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B38,Gislingegård,"Ksp. Gislinge, Tuse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),B1,,Einzelfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B39,Hegngårde,"Ksp. Orø, Tuse Herred, Holbæk Amt",Dänemark,Griffangelschwert mit massivem Heft und Knauf (Per. II),SF,,Einzelfund Land,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B40,Henriksholm,"Ksp. Bjergsted, Skippinge Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),G1,,Flachgrab,Holbæk Amt,Per. II,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B41,Holbæk Ladegård,"Ksp. Holbæk, Merløse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),"H (?), SF",,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B42,Holløse,"Ksp. Kvanløse, Merløse Herred, Holbæk Amt",Dänemark,Scheibengriffschwert (Per. II),"D2, SF",,unbekannt,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B43,Hønsinge,"Ksp. Vig, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),E2,,"Grabhügel, Hauptbestattung",Holbæk Amt,Per. II,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
B44,Hønsinge,"Ksp. Vig, Ods Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),H,,"Grabhügel, Nebenbestattung",Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B45,Hønsinge,"Ksp. Vig, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),D1,,Einzelfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B46,Jerslev,"Ksp. Lille-Fuglede, Ars Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),B1,,Einzelfund Land,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B47,Jorløse,"Ksp. Jorløse, Skippinge Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),K2,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B48,Jyderup,"Ksp. Vig, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),"A6(, SF)",,Einzelfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B49,Katrinedal,"Ksp. Kundby, Tuse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),I,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B50,Kirke-Helsinge,"Ksp. Kirke-Helsinge, Løve Herred, Holbæk Amt",Dänemark,Scheibengriffschwert (Per. II),"D2, SF",,Einzelfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B51,Løserup,"Ksp. Udby, Tuse Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),K1,,Grabhügel,Holbæk Amt,Per. II,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B52,Markeslev,"Ksp. Hørby, Tuse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),SF,,"Grabhügel, Hauptbestattung",Holbæk Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B53,verm. Ods Herred,"Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),L3,,unbekannt,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B54,verm. Ods Herred,"Ods Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II) (?),?,,unbekannt,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B55,verm. Ods Herred,"Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),B1,,unbekannt,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B56,Ordrup,"Ksp. Fårevejle, Ods Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),SF,,"Grabhügel, Hauptbestattung",Holbæk Amt,Per. II,1,,1,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B57,Rørvig,"Ksp. Rørvig, Ods Herred, Holbæk Amt",Dänemark,Scheibengriffschwert (Per. II),D2,,Grabhügel,Holbæk Amt,Per. II,,,,,1,,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
B58,Skeldals Mose,"Ksp. Holmstrup, Skippinge Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),G1,,Einzelfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B59,Store-Fuglede,"Ksp. Store-Fuglede, Ars Herred, Holbæk Amt",Dänemark,Rahmengriffschwert,,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B60,Tanderup,"Ksp. Onsbjerg, Samsø Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),unbekannt,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B61,Tuse Låge,"Ksp. Tuse, Tuse Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),?,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B62,Udby,"Ksp. Udby, Tuse Herred, Holbæk Amt",Dänemark,Nordischer Vollgriffdolch (Per. II) (?),B1,,Grabhügel,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B63,Åstofte,"Ksp. Asnæs, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),L1,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B64,Åstofte,"Ksp. Asnæs, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),L5,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B65,Åstofte,"Ksp. Asnæs, Ods Herred, Holbæk Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),A1,,Hortfund Moor,Holbæk Amt,Per. II,,,,,,,,,,,,,,,,,,,2,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B66,Antvorskov Birk,"Ksp. Sankt Peders, Slagelse Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),K1,,unbekannt,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B67,Umg. von Boeslunde,"Ksp. Boeslunde, Slagelse Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),E1,,unbekannt,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B68,Ejlstrup,"Ksp. Ringsted, Ringsted Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),L7,,Grabhügel,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B69,Espe,"Ksp. Boeslunde, Slagelse Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),unbekannt,,"Grabhügel, Nebenbestattung",Sorø Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B70,Haraldsted,"Ksp. Haraldsted, Ringsted Herred, Sorø Amt",Dänemark,Rahmengriffschwert,,,Grabhügel,Sorø Amt,Per. II,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B71,Hesselby,"Ksp. Eggeslevmagle, Vester-Flakkebjerg Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),M4,,Einzelfund Moor,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B72,Lindeborg,"Ksp. Hemmeshøj, Slagelse Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),B1,,Grabhügel,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B73,Ringsted,"Ksp. Ringsted, Ringsted Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),SF,,Grabhügel,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B74,Ringstedmark,"Ksp. Ringsted, Ringsted Herred, Sorø Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),?,,Grabhügel,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B75,Stølstrupgård,"Ksp. Alsted, Alsted Herred, Sorø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),unbekannt,,Einzelfund Moor,Sorø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B76,Bjælkerup,"Ksp. Store-Heddinge, Stevns Herred, Præstø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),M1,,unbekannt,Præstø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B77,Hastrup,"Ksp. Beldringe, Bårse Herred, Præstø Amt",Dänemark,Griffplattenschwert mit Knauf,SF,,Einzelfund Moor,Præstø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B78,Havnelev,"Ksp. Havnelev, Stevns Herred, Præstø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),A5,,Grabhügel,Præstø Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B79,Lille-Heddinge,"Ksp. Lille-Heddinge, Stevns Herred, Præstø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),C,,unbekannt,Præstø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B80,Vængesgård,"Ksp. Keldby, Mønbo Herred, Præstø Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),A1,,unbekannt,Præstø Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B81,Seeland,,Dänemark,Nordisches Vollgriffschwert (Per. II),B1,,unbekannt,unbekannt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B82,Billegravsgård,"Ksp. Pedersker, Bornholms Sønder-Herred, Bornholms Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),A6,,Grabhügel,Bornholms Amt,Per. II,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,
B83,Bornholm,Bornholms Amt,Dänemark,Nordischer Vollgriffdolch (Per. II),K3,,unbekannt,Bornholms Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B84,Bornholm,Bornholms Amt,Dänemark,Nordisches Vollgriffschwert (Per. II),"A, SF",,unbekannt,Bornholms Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B85,Sandvig,"Ksp. Olsker, Bornholms Nørre-Herred, Bornholms Amt",Dänemark,Scheibengriffschwert (Per. II),D2,,Grabhügel,Bornholms Amt,Per. II,1,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1
B86,Vassegård,"Ksp. Pedersker, Bornholms Sønder-Herred, Bornholms Amt",Dänemark,Scheibengriffdolch (Per. II),D2,,unbekannt,Bornholms Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B87,Åbygård,"Ksp. Nyker, Bornholms Vester-Herred, Bornholms Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),A1,,Grabhügel,Bornholms Amt,Per. II,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
B88,Maglebrænde,"Ksp. Maglebrænde, Falsters Nørre-Herred, Maribo Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),D1,,Grabhügel,Maribo Amt,Per. II,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B89,Verm. Pederstrup,"Ksp. Vesterborg, Lollands Nørre-Herred, Maribo Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),D1,,unbekannt,Maribo Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B90,Røgbølle Sø,"Ksp. Godsted, Musse Herred, Maribo Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),M4,,Einzelfund Land,Maribo Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B91,Bogensø,"Ksp. Stubberup, Bjerge Herred, Odense Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),E1,,unbekannt,Odense Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B92,Egegård,"Ksp. Odense, Odense Herred, Odense Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),K2,,Einzelfund Land,Odense Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
